Id,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp
24268,1,1,36,1,0
24269,1,1,38,1,0
24270,0,0,26,0,1
24271,1,1,38,1,0
24272,1,1,37,0,0
24273,1,1,39,0,0
24274,1,1,36,1,0
24275,0,0,17,0,0
24276,1,1,31,0,0
24277,1,0,44,1,0
24278,1,0,20,1,1
24279,1,1,38,1,0
24280,1,1,35,0,0
24281,1,0,26,0,0
24282,1,0,29,1,0
24283,1,1,26,0,0
24284,1,1,34,1,0
24285,1,1,36,0,0
24286,0,1,29,1,0
24287,1,1,38,1,0
24288,1,0,40,1,0
24289,1,1,36,1,1
24290,1,1,37,1,0
24291,1,1,34,1,0
24292,1,1,35,1,0
24293,1,1,37,0,0
24294,1,1,37,1,0
24295,0,0,10,0,0
24296,1,0,39,1,0
24297,1,1,36,1,0
24298,1,1,38,1,0
24299,1,1,37,1,0
24300,1,1,36,1,1
24301,1,0,33,0,0
24302,1,1,38,1,0
24303,1,0,30,1,0
24304,0,0,20,1,0
24305,1,1,37,0,0
24306,0,0,30,1,0
24307,1,1,33,0,0
24308,1,1,32,0,0
24309,1,1,39,1,0
24310,1,0,32,1,0
24311,1,1,35,1,0
24312,1,0,26,0,0
24313,1,1,35,1,0
24314,1,1,36,1,0
24315,1,1,36,1,0
24316,1,0,30,1,0
24317,1,1,38,1,0
24318,1,0,41,1,0
24319,1,1,37,0,0
24320,0,0,27,0,1
24321,1,1,35,1,0
24322,0,0,9,1,0
24323,0,0,24,0,0
24324,0,1,31,0,0
24325,0,1,26,0,0
24326,1,1,38,1,1
24327,1,0,27,0,0
24328,1,1,38,1,0
24329,1,0,33,1,1
24330,0,1,30,1,0
24331,1,0,41,1,0
24332,1,0,29,1,0
24333,0,0,29,0,0
24334,1,1,37,1,0
24335,0,0,26,0,0
24336,1,1,37,0,0
24337,1,1,34,0,0
24338,1,1,35,1,0
24339,1,1,35,1,0
24340,1,1,37,1,0
24341,1,0,39,1,0
24342,0,0,22,1,0
24343,1,1,37,1,0
24344,1,1,36,1,0
24345,1,0,40,1,0
24346,1,1,39,1,0
24347,1,0,44,1,0
24348,1,1,37,1,0
24349,1,1,35,0,0
24350,0,0,12,1,0
24351,1,1,37,0,0
24352,1,1,37,1,0
24353,1,1,36,0,0
24354,1,0,31,1,1
24355,1,1,39,1,0
24356,0,0,29,0,1
24357,0,0,26,0,0
24358,1,1,38,1,0
24359,1,0,31,1,0
24360,1,1,37,0,0
24361,1,0,29,0,1
24362,1,0,35,1,0
24363,0,0,30,1,1
24364,0,0,17,1,0
24365,1,0,32,1,0
24366,1,0,41,1,0
24367,1,1,37,1,0
24368,1,1,36,1,0
24369,1,0,22,0,1
24370,1,1,35,0,0
24371,1,0,28,1,0
24372,0,0,29,0,0
24373,1,1,28,0,0
24374,1,0,40,1,0
24375,1,1,35,0,0
24376,1,1,35,1,0
24377,1,1,38,1,1
24378,1,1,37,1,0
24379,1,0,39,1,1
24380,1,1,36,1,0
24381,1,1,38,1,0
24382,1,1,39,1,0
24383,1,1,32,1,0
24384,1,1,37,1,0
24385,0,0,31,1,0
24386,1,1,34,0,0
24387,1,1,32,1,0
24388,1,1,38,1,0
24389,1,0,41,0,0
24390,1,0,25,0,0
24391,1,1,38,1,0
24393,0,0,28,1,0
24394,1,0,40,1,0
24395,1,0,32,0,1
24396,1,1,34,1,0
24397,1,1,30,1,1
24398,1,1,34,0,0
24399,1,0,23,1,0
24400,0,0,30,1,0
24401,0,1,26,1,0
24402,1,1,38,1,0
24403,1,1,34,0,0
24404,0,0,29,0,1
24405,1,1,37,1,0
24406,0,0,25,0,1
24407,1,0,31,1,1
24408,0,0,31,0,0
24409,0,0,24,0,1
24410,0,0,27,0,0
24411,1,0,28,1,0
24412,1,1,36,1,0
24413,1,1,33,1,0
24414,0,1,24,0,0
24415,1,1,38,1,0
24416,1,0,30,0,1
24417,0,0,27,0,0
24418,1,1,36,1,0
24419,1,1,35,1,0
24420,1,0,29,1,1
24421,1,0,21,1,0
24422,1,1,37,1,0
24423,1,1,36,0,0
24424,1,0,41,0,1
24425,1,1,38,0,0
24426,1,1,38,1,1
24427,0,0,21,0,1
24428,0,0,20,1,0
24429,0,0,31,1,1
24430,1,0,25,1,0
24431,0,0,31,1,0
24432,1,0,22,1,1
24433,1,1,37,1,0
24434,1,0,29,1,0
24435,1,1,36,0,0
24436,1,1,36,1,0
24437,0,0,30,0,0
24438,1,1,38,1,0
24439,0,1,26,1,0
24440,1,0,31,1,0
24441,1,0,40,0,0
24442,0,0,31,1,0
24443,1,1,36,0,2
24444,1,1,36,1,0
24445,1,1,36,1,0
24446,1,1,38,1,0
24447,1,0,41,1,0
24448,0,0,28,1,0
24449,1,1,35,1,0
24450,1,1,38,1,0
24451,1,1,35,0,0
24452,1,1,37,1,0
24453,1,1,36,1,1
24454,1,1,37,1,0
24455,1,1,37,1,0
24456,1,0,33,1,1
24457,1,0,27,0,0
24458,1,1,38,0,1
24459,1,1,34,1,0
24460,1,0,24,0,0
24461,1,1,34,0,0
24462,1,0,31,0,0
24463,0,0,29,0,1
24464,1,0,32,0,0
24465,1,1,39,1,0
24466,0,0,20,0,1
24467,0,0,14,1,0
24468,0,0,21,0,0
24469,1,1,34,0,0
24470,1,1,37,0,0
24471,1,1,38,1,0
24472,1,0,39,1,0
24473,1,1,36,1,0
24474,1,1,37,1,0
24475,0,0,28,0,0
24476,0,0,28,0,0
24477,0,0,31,0,0
24478,1,0,41,1,1
24479,1,1,36,1,0
24480,1,0,32,1,0
24481,1,0,27,0,0
24482,0,0,27,1,0
24483,1,1,35,1,0
24484,1,0,32,0,0
24485,1,0,29,1,1
24486,1,1,38,1,0
24487,1,1,37,1,0
24488,1,1,35,1,1
24489,0,0,29,0,1
24490,1,0,40,1,0
24491,1,0,41,1,0
24492,0,0,15,1,1
24493,1,0,41,0,0
24494,1,1,38,1,0
24495,1,0,28,1,1
24496,1,1,37,1,0
24497,1,1,31,1,1
24498,1,0,28,1,0
24499,1,0,37,1,0
24500,1,0,22,0,0
24501,0,0,24,0,1
24502,0,0,31,0,0
24503,1,0,32,1,0
24504,1,1,35,1,0
24505,0,0,29,1,1
24506,1,1,35,1,0
24507,1,0,40,1,0
24508,1,0,34,1,0
24509,1,1,37,1,0
24510,1,1,37,1,0
24511,1,1,35,0,0
24512,1,1,38,1,0
24513,1,1,38,1,0
24514,1,1,38,1,0
24515,1,1,36,0,0
24516,1,0,32,1,0
24517,0,0,5,0,0
24518,1,1,36,1,0
24519,1,1,37,0,0
24520,0,0,31,1,0
24521,1,1,37,1,1
24522,1,1,37,1,1
24523,1,1,39,0,0
24524,1,1,37,0,0
24525,1,1,37,1,0
24526,0,1,28,1,0
24527,1,0,35,0,0
24528,1,1,38,1,0
24529,1,0,33,1,1
24530,1,1,39,1,1
24531,1,0,35,1,0
24532,1,0,41,1,0
24533,1,1,34,1,0
24534,0,0,28,0,0
24535,1,1,34,0,0
24536,1,1,35,0,1
24537,1,1,36,0,0
24538,1,0,31,0,1
24539,1,1,37,1,0
24540,1,1,37,1,0
24541,1,1,34,1,0
24542,1,0,30,0,1
24543,1,1,38,1,0
24544,0,0,31,0,0
24545,1,1,38,1,0
24546,1,0,31,1,0
24547,1,1,38,1,0
24548,1,0,23,1,1
24549,1,1,37,1,0
24550,0,0,21,0,0
24551,1,1,36,1,0
24552,1,1,35,0,0
24553,1,0,40,1,0
24554,1,0,28,0,0
24555,1,0,32,0,0
24556,1,1,38,1,0
24557,1,1,38,1,0
24558,1,0,32,0,0
24559,0,0,20,0,2
24560,1,1,37,1,1
24561,0,0,24,1,0
24562,1,1,38,1,0
24563,1,1,37,0,0
24564,1,1,37,1,0
24565,1,0,19,0,1
24566,1,1,38,0,0
24567,0,0,29,0,0
24568,1,1,33,1,0
24569,1,0,32,0,1
24570,0,0,26,0,0
24571,1,0,30,0,0
24572,1,1,37,1,0
24573,1,1,34,1,0
24574,1,1,34,1,0
24575,1,1,37,1,0
24576,1,1,35,1,0
24577,1,0,33,1,1
24578,0,0,30,0,0
24579,0,0,29,0,1
24580,0,1,28,1,0
24581,0,0,24,0,0
24582,1,1,37,1,0
24583,1,1,35,1,0
24584,1,1,38,0,0
24585,1,1,38,0,0
24586,1,1,38,1,0
24587,1,0,40,0,1
24588,1,0,34,1,0
24589,1,1,37,1,0
24590,1,0,40,1,0
24591,1,0,41,1,0
24592,1,0,40,0,0
24593,1,0,28,0,0
24594,0,0,21,1,1
24595,0,0,26,0,1
24596,1,1,38,1,0
24597,1,1,34,1,0
24598,1,1,36,1,1
24599,1,1,38,1,0
24600,1,1,36,0,0
24601,0,1,28,0,1
24602,1,1,37,1,0
24603,1,0,41,0,0
24604,1,0,32,1,0
24605,1,0,42,0,1
24606,0,0,26,0,1
24607,1,1,38,1,0
24608,1,1,38,1,0
24609,1,0,26,0,0
24610,0,0,28,0,0
24611,0,0,23,1,1
24612,1,0,31,1,0
24613,1,1,39,1,0
24614,1,0,33,1,0
24615,0,0,15,0,1
24616,1,0,21,0,0
24617,1,1,38,1,0
24618,1,1,37,1,0
24619,1,1,38,1,0
24620,1,1,36,0,0
24621,1,1,33,1,0
24622,1,1,34,1,0
24623,1,1,34,0,0
24624,0,0,25,0,0
24625,1,1,36,1,0
24626,1,1,35,1,1
24627,1,1,35,1,1
24628,0,0,25,1,0
24629,1,1,35,0,0
24630,1,1,38,1,0
24631,1,1,37,1,1
24632,1,0,25,0,1
24633,1,0,21,0,0
24634,1,1,38,1,0
24635,1,0,38,1,1
24636,1,0,34,0,0
24637,0,0,21,1,0
24638,1,0,21,0,0
24639,1,0,25,1,0
24640,0,0,24,1,1
24641,1,0,21,1,0
24642,1,1,35,1,0
24643,1,1,33,1,0
24644,1,1,38,1,0
24645,1,1,36,1,0
24646,1,0,32,0,1
24647,0,0,16,0,1
24648,1,1,39,1,0
24649,1,1,38,0,1
24650,1,1,35,0,2
24651,0,0,29,1,1
24652,1,1,36,0,0
24653,1,1,35,1,0
24654,1,1,37,1,0
24655,1,1,35,1,0
24656,1,1,37,1,0
24657,1,1,37,0,0
24658,1,0,40,1,1
24659,0,0,21,0,0
24660,1,1,35,1,0
24661,1,1,37,0,0
24662,0,0,26,0,0
24663,1,0,35,0,0
24664,1,0,29,0,0
24665,1,1,37,1,0
24666,1,0,30,1,0
24667,1,0,41,1,1
24668,1,1,37,1,0
24669,1,1,38,1,0
24670,1,0,41,1,0
24671,1,1,36,0,1
24672,1,0,30,0,0
24673,1,0,42,0,0
24674,1,0,30,1,1
24675,1,0,21,1,1
24676,1,0,20,1,0
24677,1,1,38,1,0
24678,0,0,28,1,0
24679,1,1,38,1,0
24680,0,0,23,1,0
24681,1,0,18,1,0
24682,0,0,27,1,0
24683,1,1,36,1,1
24684,1,1,41,0,0
24685,1,1,31,1,0
24686,1,0,31,0,0
24687,1,0,25,0,0
24688,1,1,31,0,0
24689,1,0,19,0,1
24690,1,1,36,1,0
24691,1,1,33,0,1
24692,1,0,42,0,0
24693,0,1,30,1,0
24694,1,1,37,1,0
24695,1,1,36,1,0
24696,1,1,36,0,1
24697,1,0,34,1,0
24698,1,1,34,1,0
24699,1,0,30,0,0
24700,1,1,40,1,0
24701,1,0,41,0,0
24702,1,1,36,1,0
24703,1,0,43,0,0
24704,1,1,38,1,1
24705,1,1,39,1,0
24706,1,1,39,0,0
24707,1,1,33,0,0
24708,0,0,25,0,0
24709,1,0,33,1,0
24710,1,0,29,0,0
24711,1,1,38,1,0
24712,1,0,42,1,0
24713,1,0,25,1,1
24714,1,1,35,1,0
24715,1,1,35,0,0
24716,1,1,34,1,0
24717,1,0,26,0,1
24718,1,1,36,1,0
24719,1,1,33,1,0
24720,1,1,36,1,0
24721,1,1,37,1,1
24722,1,1,35,1,0
24723,0,0,24,0,1
24724,1,0,29,1,0
24725,0,0,31,1,1
24726,1,1,36,1,0
24727,1,1,34,0,0
24728,1,1,36,0,0
24729,1,1,36,1,0
24730,1,1,30,1,0
24731,0,0,28,0,0
24732,1,0,32,1,0
24733,1,1,37,1,0
24734,0,0,28,1,1
24735,1,1,37,1,0
24736,1,1,35,0,0
24737,1,1,35,1,0
24738,1,0,25,0,0
24739,1,1,39,1,0
24740,1,1,36,1,0
24741,1,0,37,1,0
24742,1,1,38,0,0
24743,1,0,27,0,0
24744,1,1,38,0,0
24745,1,0,42,1,0
24746,1,1,32,1,0
24747,1,0,33,1,0
24748,0,1,28,0,0
24749,1,0,29,0,1
24750,1,0,35,1,1
24751,0,0,9,0,0
24752,0,0,28,0,1
24753,1,1,39,0,0
24754,1,0,37,1,0
24755,0,0,20,0,0
24756,1,1,36,0,0
24757,1,0,39,1,0
24758,0,0,25,0,0
24759,1,1,36,0,0
24760,0,0,29,0,1
24761,1,1,36,0,0
24762,1,1,38,1,0
24763,1,1,38,1,0
24764,1,1,37,0,0
24765,0,0,22,1,0
24766,1,1,34,1,0
24767,0,0,14,0,1
24768,1,1,32,1,0
24769,1,0,25,1,0
24770,0,0,23,0,0
24771,1,1,37,1,1
24772,1,0,32,1,0
24773,1,1,38,1,0
24774,1,0,22,1,0
24775,1,0,33,1,1
24776,1,1,37,1,0
24777,1,1,35,0,0
24778,0,1,28,0,0
24779,0,0,29,0,0
24780,0,0,26,1,0
24781,1,1,36,1,0
24782,1,1,38,1,0
24783,1,1,35,0,0
24784,1,0,33,1,0
24785,1,0,41,1,0
24786,0,1,29,1,0
24787,1,1,33,0,0
24788,1,1,37,0,0
24789,1,1,38,1,0
24790,1,1,38,1,0
24791,1,1,37,1,0
24792,1,1,38,0,0
24793,0,1,26,0,1
24794,1,0,21,0,0
24795,1,1,35,1,0
24796,1,1,36,0,0
24797,1,0,31,1,0
24798,1,1,35,1,0
24799,1,1,37,1,0
24800,1,1,34,1,0
24801,0,0,23,0,1
24802,1,1,39,1,0
24803,1,1,38,1,0
24804,0,0,27,0,1
24805,1,1,38,1,0
24806,1,1,36,1,0
24807,1,1,38,1,0
24808,1,0,25,1,2
24809,0,0,21,1,1
24810,1,1,39,0,1
24811,1,0,31,1,0
24812,0,0,27,1,0
24813,0,0,24,1,0
24814,1,0,39,1,0
24815,1,1,33,1,0
24816,1,0,33,0,0
24817,1,1,37,1,0
24818,1,1,37,1,0
24819,0,0,24,0,0
24820,1,1,24,0,0
24821,1,1,37,1,0
24822,1,1,38,1,0
24823,1,1,41,0,1
24824,1,1,39,1,0
24825,0,0,30,1,0
24826,0,0,28,0,0
24827,1,1,36,1,0
24828,1,0,31,1,0
24829,1,1,35,0,0
24830,0,1,30,1,0
24831,1,0,39,0,1
24832,1,0,31,1,0
24833,0,0,22,1,0
24834,1,1,33,1,0
24835,1,0,33,1,1
24836,1,1,27,0,0
24837,1,1,38,1,0
24838,1,1,36,1,1
24839,1,0,31,0,0
24840,1,1,36,1,0
24841,1,1,39,1,0
24842,0,0,29,0,0
24843,1,0,21,1,0
24844,0,0,21,1,1
24845,1,1,36,0,0
24846,1,1,37,1,0
24847,1,1,38,1,1
24848,1,0,32,1,1
24849,1,0,42,1,1
24850,1,1,37,1,0
24851,1,0,25,0,0
24852,1,1,38,0,0
24853,0,1,24,1,0
24854,1,1,38,1,0
24855,1,1,39,1,0
24856,1,1,37,1,0
24857,1,0,34,1,0
24858,1,0,27,0,1
24859,1,1,38,1,0
24860,1,1,34,1,0
24861,1,1,29,1,0
24862,1,1,36,1,0
24863,1,1,35,1,0
24864,1,0,31,1,0
24865,1,1,34,1,0
24866,1,1,36,1,0
24867,1,1,36,1,0
24868,1,1,34,0,1
24869,1,1,35,0,1
24870,0,1,27,0,1
24871,1,0,40,1,0
24872,1,1,37,0,0
24873,1,0,39,1,0
24874,1,1,36,1,0
24875,0,0,29,0,0
24876,1,1,38,0,0
24877,1,1,36,0,1
24878,1,1,34,1,0
24879,1,0,26,0,0
24880,1,0,23,1,0
24881,1,0,31,0,1
24882,0,0,9,0,0
24883,1,1,38,1,0
24884,1,0,40,1,0
24885,1,1,38,1,0
24886,1,0,40,0,0
24887,1,1,38,1,0
24888,1,1,38,1,0
24889,1,1,39,1,0
24890,0,0,26,0,0
24891,1,1,38,1,0
24892,1,1,37,1,0
24893,1,0,28,0,1
24894,0,0,25,0,0
24895,1,1,38,1,0
24896,0,0,28,1,0
24897,1,0,22,1,1
24898,1,1,37,1,0
24899,1,1,39,1,0
24900,1,1,39,1,0
24901,1,1,35,1,0
24902,1,1,36,1,0
24903,1,0,26,1,0
24904,1,1,36,0,0
24905,1,0,33,1,0
24906,1,0,33,0,0
24907,1,1,39,0,0
24908,1,1,35,0,0
24909,1,1,37,0,0
24910,1,1,38,1,0
24911,1,1,36,1,0
24912,1,1,39,1,0
24913,0,0,17,1,1
24914,1,0,30,0,1
24915,1,0,27,0,0
24916,1,0,40,1,0
24917,0,0,25,0,1
24918,1,0,18,0,1
24919,1,0,31,1,0
24920,1,1,38,1,0
24921,1,0,40,1,0
24922,0,0,30,0,1
24923,1,0,29,1,0
24924,1,1,37,1,0
24925,1,1,38,1,0
24926,1,1,30,0,0
24927,1,1,34,0,0
24928,1,1,34,1,2
24929,1,1,35,1,0
24930,1,1,36,1,0
24931,1,0,32,1,0
24932,0,0,21,1,1
24933,0,0,21,1,0
24934,1,0,28,0,0
24935,1,0,26,1,0
24936,1,0,30,0,0
24937,1,1,38,1,0
24938,0,0,31,1,0
24939,0,0,30,0,0
24940,1,0,40,1,0
24942,1,0,32,1,0
24943,0,0,31,1,1
24944,1,1,34,0,0
24945,0,0,27,0,1
24946,1,1,31,1,0
24947,0,0,27,0,1
24948,1,0,40,1,0
24949,1,1,38,0,0
24950,1,1,37,1,0
24951,1,0,32,0,0
24952,1,0,38,1,0
24953,1,0,30,1,1
24954,1,0,31,1,0
24955,1,1,36,1,0
24956,1,1,36,1,1
24957,1,1,38,1,0
24958,0,1,29,1,0
24959,0,0,27,0,0
24960,1,1,27,0,0
24961,0,0,31,0,0
24962,1,0,27,0,0
24963,1,0,39,0,0
24964,1,0,33,1,0
24965,1,0,27,0,0
24966,1,0,40,1,0
24967,1,1,38,1,0
24968,1,1,37,1,0
24969,1,1,35,0,0
24970,1,1,36,1,0
24971,1,0,32,0,0
24972,1,0,22,0,1
24973,1,1,35,1,1
24974,1,1,34,1,0
24975,0,0,27,0,0
24976,1,1,36,1,0
24977,1,1,36,1,0
24978,1,1,34,1,0
24979,1,1,37,1,0
24980,0,0,23,1,0
24981,1,0,43,1,0
24982,1,1,38,0,0
24983,1,1,36,1,0
24984,1,1,38,0,0
24985,1,1,38,1,0
24986,0,0,30,1,1
24987,0,0,13,0,1
24988,1,0,39,0,0
24989,1,0,43,0,0
24990,0,0,31,1,0
24991,1,0,34,1,0
24992,1,1,36,1,0
24993,1,0,24,1,1
24994,1,1,37,0,0
24995,0,1,26,0,1
24996,1,1,37,1,0
24997,1,1,34,0,0
24998,0,0,29,1,1
24999,0,0,31,1,0
25000,1,1,29,1,0
25001,1,0,24,0,0
25002,1,1,35,1,1
25003,1,1,33,1,0
25004,1,1,36,1,0
25005,1,0,33,0,0
25006,1,1,36,1,1
25007,1,1,32,1,0
25008,1,0,27,0,1
25009,1,1,38,1,0
25010,1,1,35,1,0
25011,1,1,36,0,0
25012,1,0,35,0,1
25013,1,0,42,0,0
25014,0,0,24,1,0
25015,1,1,39,1,0
25016,1,1,38,1,0
25017,1,1,38,1,0
25018,1,1,36,1,0
25019,1,1,37,1,0
25020,1,1,37,1,1
25021,1,1,26,1,0
25022,1,1,35,1,0
25023,1,1,38,0,0
25024,1,0,27,0,0
25025,1,0,31,0,1
25026,0,1,29,0,0
25027,1,1,30,0,0
25028,0,0,22,0,0
25029,1,1,36,1,0
25030,0,0,19,1,0
25031,1,1,36,0,0
25032,1,0,25,0,0
25033,1,0,21,0,0
25034,1,1,38,1,0
25035,1,1,37,1,0
25036,1,1,36,1,0
25037,0,0,27,0,1
25038,1,0,23,0,0
25039,1,1,37,0,0
25040,1,1,35,0,0
25041,1,0,37,1,0
25042,1,1,36,1,0
25043,1,1,38,1,0
25044,1,0,33,1,0
25045,1,0,33,1,0
25046,1,1,38,1,0
25047,1,1,34,1,0
25048,1,0,31,0,0
25049,1,0,40,1,0
25050,1,1,38,1,0
25051,1,1,37,1,0
25052,0,0,31,1,0
25053,1,1,36,1,0
25054,1,1,37,1,0
25055,1,0,40,1,0
25056,1,1,38,1,0
25057,1,1,38,1,0
25058,0,0,29,0,0
25059,0,0,28,0,0
25060,1,1,33,1,1
25061,1,1,38,0,0
25062,1,0,34,1,0
25063,1,1,36,1,0
25064,0,0,28,0,0
25065,1,1,36,0,0
25066,1,0,44,0,0
25067,1,1,37,1,0
25068,1,0,33,1,0
25069,1,1,35,1,0
25070,1,1,36,1,0
25071,1,1,36,1,0
25072,1,0,32,0,0
25073,0,0,25,0,0
25074,0,0,31,1,0
25075,0,0,25,1,0
25076,1,1,36,0,0
25077,1,0,28,0,1
25078,1,1,35,1,0
25079,1,1,39,1,0
25080,1,1,37,1,0
25081,1,1,37,1,0
25082,1,0,41,0,0
25083,1,1,39,0,0
25084,1,0,30,0,0
25085,1,0,32,0,0
25086,0,0,16,0,1
25087,1,1,34,0,0
25088,1,0,20,1,0
25089,1,0,31,0,1
25090,1,1,32,1,0
25091,1,1,36,1,0
25092,1,1,33,0,0
25093,1,0,22,0,0
25094,1,1,37,1,0
25095,1,1,38,1,0
25096,1,1,27,1,1
25097,1,1,38,1,0
25098,1,1,36,1,0
25099,0,1,31,1,1
25100,0,1,27,0,0
25101,0,0,30,1,1
25102,1,0,28,0,1
25103,1,0,30,0,0
25104,1,1,37,1,0
25105,0,0,26,0,1
25106,1,0,33,1,1
25107,0,0,25,1,0
25108,1,0,31,1,1
25109,1,0,25,1,0
25110,1,1,34,0,1
25111,1,1,34,0,0
25112,1,0,43,1,0
25113,1,0,28,1,0
25114,1,1,35,0,0
25115,1,0,32,0,0
25116,1,1,39,1,0
25117,1,1,38,1,0
25118,0,0,28,0,0
25119,1,1,33,0,0
25120,1,1,38,1,0
25121,1,1,36,0,0
25122,1,0,41,0,1
25123,1,1,39,1,0
25124,1,1,36,0,0
25125,1,0,27,1,0
25126,1,1,36,0,0
25127,1,1,37,1,0
25128,1,1,36,0,0
25129,1,1,36,1,0
25130,1,1,34,0,0
25131,1,0,32,1,0
25132,1,1,38,1,0
25133,1,0,40,1,0
25134,1,1,38,1,0
25135,1,1,38,1,0
25136,0,0,24,0,0
25137,1,0,42,1,0
25138,1,1,36,1,0
25139,1,1,35,1,0
25140,1,1,38,1,0
25141,1,1,36,1,0
25142,0,0,26,0,1
25143,0,1,27,0,1
25144,1,1,37,1,0
25145,1,1,38,1,0
25146,1,1,37,1,0
25147,1,1,35,1,0
25148,1,1,37,0,0
25149,0,0,23,0,0
25150,1,1,38,1,0
25151,1,0,22,0,0
25152,1,1,37,1,0
25153,1,1,37,0,0
25154,0,0,16,1,0
25155,1,0,29,0,0
25156,1,0,25,0,1
25157,1,1,33,0,0
25158,1,0,44,0,1
25159,1,1,39,1,0
25160,1,0,30,0,1
25161,1,1,38,1,0
25162,1,0,24,1,0
25163,1,1,38,0,1
25164,1,0,20,0,1
25165,1,1,34,0,1
25166,1,1,37,1,0
25167,0,0,27,0,0
25168,1,1,36,0,1
25169,1,1,24,0,1
25170,1,1,36,0,0
25171,1,0,33,1,0
25172,1,1,38,1,0
25173,1,1,36,1,0
25174,1,1,38,1,0
25175,1,1,35,1,1
25176,1,1,37,1,0
25177,1,0,40,0,0
25178,1,1,35,0,0
25179,1,1,36,1,0
25180,0,0,31,1,0
25181,0,0,29,0,0
25182,1,1,37,1,1
25183,1,0,31,1,0
25184,1,0,31,1,0
25185,1,0,35,0,1
25186,1,1,34,0,0
25187,1,1,37,0,0
25188,1,1,34,1,0
25189,1,1,38,1,0
25190,0,0,30,1,0
25191,0,0,25,1,0
25192,1,1,39,1,0
25193,1,1,35,1,0
25194,1,0,32,1,0
25195,1,1,34,1,0
25196,1,1,38,1,0
25197,1,1,35,0,0
25198,1,1,35,0,0
25199,0,0,22,0,0
25200,1,1,38,1,0
25201,0,0,24,1,0
25202,1,0,31,1,0
25203,1,1,32,1,0
25204,1,1,37,1,0
25205,1,1,37,1,0
25206,1,1,39,1,0
25207,0,1,27,1,1
25208,1,1,37,0,0
25209,1,1,35,1,0
25210,1,1,36,1,0
25211,0,0,10,0,1
25212,1,0,33,0,0
25213,1,1,36,0,0
25214,1,1,38,1,0
25215,1,1,34,0,0
25216,1,0,31,0,0
25217,1,1,32,1,0
25218,1,1,34,0,0
25219,1,1,38,1,0
25220,0,0,25,0,1
25221,1,0,29,1,0
25222,1,1,37,1,1
25223,1,1,39,1,0
25224,1,1,36,0,0
25225,1,1,38,0,0
25226,1,1,34,1,1
25227,0,0,11,0,1
25228,0,0,21,1,1
25229,0,0,28,1,0
25230,0,1,30,1,0
25231,1,1,35,1,0
25232,1,1,37,0,0
25233,1,0,33,1,0
25234,1,1,35,1,0
25235,1,0,33,0,0
25236,1,1,39,0,0
25237,1,1,36,0,0
25238,1,1,37,1,0
25239,1,0,39,1,0
25240,1,1,38,1,0
25241,1,1,38,1,0
25242,1,1,34,1,0
25243,1,0,26,0,0
25244,1,0,26,0,0
25245,1,1,38,0,1
25246,1,1,37,1,0
25247,1,1,38,1,0
25248,1,0,40,0,0
25249,1,0,38,1,0
25250,1,0,32,1,0
25251,1,0,41,0,0
25252,1,0,25,0,0
25253,1,0,20,0,0
25254,1,0,31,1,0
25255,1,1,38,1,1
25256,1,1,38,1,0
25257,0,0,27,0,0
25258,1,0,33,1,0
25259,1,1,36,1,0
25260,1,1,36,0,0
25261,1,1,38,1,0
25262,1,1,35,1,0
25263,1,0,43,1,0
25264,1,1,37,1,0
25265,1,1,35,1,0
25266,1,0,27,1,0
25267,1,0,40,1,0
25268,1,1,32,0,1
25269,1,1,34,1,0
25270,1,1,34,1,0
25271,1,1,32,1,1
25272,1,1,38,1,0
25273,1,1,35,1,0
25274,1,1,37,1,0
25275,1,0,34,1,0
25276,1,1,39,1,0
25277,1,1,33,1,0
25278,1,1,39,1,0
25279,1,0,23,0,0
25280,1,1,34,0,0
25281,0,0,31,0,0
25282,1,1,34,1,0
25283,1,1,39,1,0
25284,1,0,29,1,0
25285,1,1,33,1,0
25286,0,0,26,0,0
25287,1,1,39,1,0
25288,1,0,42,1,1
25289,0,1,27,1,0
25290,1,1,34,0,1
25291,1,0,33,1,0
25292,1,1,35,0,0
25293,1,0,28,0,2
25294,0,0,17,1,0
25295,1,0,35,0,0
25296,1,0,34,1,0
25297,1,0,32,0,0
25298,1,0,34,1,0
25299,1,1,38,1,0
25300,1,0,34,1,0
25301,0,1,28,1,0
25302,1,1,37,0,0
25303,1,1,34,1,0
25304,0,0,26,0,0
25305,1,1,29,0,0
25306,1,1,38,0,0
25307,1,0,41,1,1
25308,1,0,39,1,1
25309,1,1,36,1,0
25310,1,0,32,1,1
25311,1,0,31,0,0
25312,1,0,30,0,0
25313,1,0,42,1,0
25314,1,1,37,1,0
25315,1,0,30,0,0
25316,1,1,34,0,0
25317,1,0,40,0,1
25318,1,0,26,1,0
25319,1,1,38,0,0
25320,1,1,33,0,1
25321,1,0,31,0,1
25322,1,1,35,1,1
25323,1,1,38,1,0
25324,0,0,29,1,0
25325,1,1,36,0,0
25326,1,0,21,0,1
25327,1,0,31,1,0
25328,1,1,39,0,0
25329,1,0,22,0,0
25330,1,1,39,1,0
25331,0,1,28,0,0
25332,1,0,31,1,0
25333,1,1,37,1,0
25334,1,1,41,1,0
25335,1,1,37,0,1
25336,1,0,33,0,1
25337,1,1,37,0,0
25338,1,1,38,1,0
25339,1,1,35,1,0
25340,1,1,39,1,1
25341,1,0,42,1,0
25342,1,1,39,1,1
25343,0,0,26,0,0
