Id,Name,Bank,BankState
31122,1,3,24
31123,0,3,51
31124,0,1,31
31125,0,3,45
31126,0,1,47
31127,0,3,51
31128,0,2,52
31129,0,2,38
31130,0,2,52
31131,0,2,31
31132,0,1,8
31133,0,1,9
31135,0,2,24
31136,0,1,20
31137,0,2,27
31138,0,3,45
31139,0,2,52
31140,0,0,3
31141,0,0,24
31142,0,3,34
31143,0,0,38
31144,0,3,24
31145,0,3,14
31146,0,1,27
31147,0,0,4
31148,0,3,51
31149,0,2,31
31150,0,1,10
31151,0,3,16
31152,0,0,27
31153,0,1,38
31154,0,3,51
31155,0,2,1
31156,0,3,24
31157,0,3,38
31158,0,2,28
31159,0,3,13
31160,0,3,16
31161,1,3,27
31162,0,0,9
31163,0,3,22
31164,0,3,16
31165,0,3,45
31166,0,1,11
31167,0,0,38
31168,0,0,39
31169,0,3,45
31170,0,3,45
31171,0,1,38
31172,0,3,5
31173,0,1,45
31174,0,2,31
31175,0,0,19
31176,0,0,41
31177,0,0,24
31178,1,1,1
31179,0,2,24
31180,0,3,16
31181,0,3,16
31182,0,0,8
31183,0,3,51
31184,0,1,34
31185,0,2,24
31186,0,1,33
31187,0,2,25
31188,0,3,45
31189,0,2,31
31190,0,3,14
31191,0,3,9
31192,0,3,16
31193,0,3,34
31194,0,1,33
31195,0,3,11
31196,0,1,8
31197,0,3,13
31198,0,2,47
31199,0,2,33
31200,0,3,14
31201,0,2,24
31202,0,3,27
31203,0,1,20
31204,0,1,10
31205,0,3,16
31206,0,1,21
31207,0,1,48
31208,0,3,51
31209,0,3,34
31210,0,1,5
31211,0,3,51
31212,0,3,13
31213,0,3,52
31214,0,3,16
31215,0,3,27
31216,0,3,51
31217,0,1,17
31218,0,3,51
31219,0,0,46
31220,0,3,34
31221,0,2,31
31222,0,1,38
31223,0,0,50
31224,0,3,27
31225,0,3,45
31226,0,3,16
31227,0,3,38
31228,0,1,50
31229,0,1,31
31230,0,0,28
31231,0,0,9
31232,0,0,32
31233,0,3,52
31234,0,1,38
31235,0,2,50
31236,0,2,15
31237,0,0,24
31238,0,2,31
31239,0,2,51
31240,0,3,24
31241,0,3,14
31242,0,3,22
31243,0,1,4
31244,0,1,14
31245,0,1,16
31246,0,0,8
31247,0,3,51
31248,0,1,24
31249,0,3,45
31250,0,0,2
31251,0,0,38
31252,0,3,34
31253,0,0,52
31254,0,0,47
31255,0,2,52
31256,0,1,38
31257,0,0,24
31258,0,3,52
31259,0,0,45
31260,0,0,14
31261,0,3,24
31262,0,1,31
31263,0,0,11
31264,0,1,30
31265,0,1,39
31266,0,3,14
31267,0,2,27
31268,0,3,45
31269,0,0,44
31270,0,3,51
31271,0,1,50
31272,0,3,52
31273,0,2,50
31274,0,1,22
31275,0,3,38
31276,0,3,51
31277,0,3,51
31278,0,2,21
31279,0,3,45
31280,0,0,45
31281,0,1,9
31282,0,3,9
31284,0,2,33
31285,0,3,51
31286,0,3,51
31287,0,3,51
31288,0,1,24
31289,0,2,34
31290,0,3,51
31291,0,3,50
31292,0,3,51
31293,0,0,7
31294,0,2,34
31295,0,2,31
31296,0,3,51
31297,0,3,45
31298,0,3,38
31299,0,3,14
31300,0,0,3
31301,0,1,6
31302,0,1,39
31303,0,1,24
31304,0,1,10
31305,0,0,22
31306,0,3,13
31307,0,1,27
31308,0,3,45
31309,0,1,24
31310,0,3,16
31311,0,3,16
31312,0,3,16
31313,0,2,1
31314,0,0,24
31315,0,3,52
31316,0,3,7
31317,0,3,14
31318,0,3,16
31319,0,3,16
31320,0,0,23
31321,0,3,52
31322,0,3,45
31323,0,1,24
31324,0,3,52
31325,0,3,14
31326,0,1,25
31327,0,3,34
31328,0,0,44
31329,0,0,19
31330,0,3,34
31331,0,3,51
31332,0,0,22
31333,0,2,14
31334,0,3,51
31335,0,2,52
31336,0,1,17
31337,0,1,22
31338,0,0,12
31339,0,3,51
31340,0,1,5
31341,0,3,51
31342,0,0,34
31343,0,3,34
31344,0,1,21
31345,0,3,24
31346,0,2,27
31347,0,0,9
31348,0,2,27
31349,0,3,45
31350,0,3,34
31351,0,0,9
31352,0,3,22
31353,0,0,23
31354,0,2,51
31355,0,1,21
31356,0,3,16
31357,0,3,13
31358,0,3,51
31359,0,3,27
31360,0,2,32
31361,0,3,45
31362,0,3,16
31363,0,0,7
31364,0,0,24
31365,0,3,51
31366,0,0,32
31367,0,1,27
31368,0,1,24
31369,0,3,51
31370,0,2,51
31371,0,1,8
31372,0,3,27
31373,0,3,50
31374,0,3,34
31375,0,2,52
31376,0,0,24
31377,0,1,25
31378,0,3,45
31379,0,3,24
31380,0,0,20
31381,0,2,51
31382,0,2,25
31383,1,1,16
31384,0,3,52
31385,0,1,49
31386,0,1,38
31387,0,2,38
31388,0,2,34
31389,0,3,51
31390,0,3,34
31391,0,3,24
31392,0,3,34
31393,0,3,45
31394,0,3,16
31395,0,3,16
31396,0,3,51
31397,0,2,31
31398,0,3,34
31399,0,3,24
31400,0,3,24
31401,0,3,14
31402,0,2,52
31403,0,0,23
31404,0,3,45
31405,0,1,2
31406,0,1,24
31407,0,0,11
31408,0,0,32
31409,0,2,27
31410,0,3,34
31411,0,3,13
31412,0,1,27
31413,0,3,52
31414,0,3,51
31415,0,1,19
31416,0,3,16
31417,0,2,14
31418,0,3,34
31419,0,3,45
31420,0,3,34
31421,0,3,13
31422,0,3,45
31423,0,1,24
31424,0,1,24
31425,0,0,23
31426,0,1,19
31427,0,3,50
31428,0,3,51
31429,0,2,38
31430,0,3,45
31431,0,1,10
31432,0,3,14
31433,0,1,9
31434,0,3,16
31435,0,3,51
31436,0,3,52
31437,0,3,34
31438,0,3,45
31439,0,3,48
31440,0,2,38
31441,0,2,13
31442,0,3,14
31443,0,0,17
31444,0,3,13
31445,0,3,24
31446,0,3,14
31447,0,0,24
31448,0,3,14
31449,0,3,45
31450,0,3,51
31451,0,1,11
31452,0,1,49
31453,0,3,24
31454,0,3,51
31455,0,0,41
31456,0,1,31
31457,0,3,24
31458,0,1,24
31459,0,3,14
31460,0,3,51
31461,0,1,14
31462,0,2,52
31463,0,0,11
31464,0,1,6
31465,0,0,23
31466,0,3,45
31467,0,3,9
31468,0,3,27
31469,0,3,51
31470,0,3,27
31471,0,3,27
31472,0,2,27
31473,0,3,24
31474,0,3,13
31475,0,3,13
31476,0,3,34
31477,0,1,38
31478,0,1,8
31479,0,0,7
31480,0,3,22
31481,0,3,51
31482,0,0,38
31483,0,3,45
31484,0,2,14
31485,0,1,25
31486,0,3,16
31487,0,3,51
31488,0,1,24
31489,0,3,16
31490,0,3,16
31491,0,3,51
31492,0,3,14
31493,0,0,28
31494,0,3,34
31495,0,0,30
31496,0,1,24
31497,0,2,3
31498,0,1,7
31499,0,3,34
31500,0,3,24
31501,0,2,38
31502,0,3,14
31503,0,0,41
31504,0,1,7
31505,0,3,43
31506,0,0,24
31507,0,0,11
31508,0,3,24
31509,0,3,51
31510,0,1,24
31511,0,2,31
31512,0,3,14
31513,0,3,45
31514,0,3,14
31515,0,0,1
31516,0,3,16
31517,0,3,16
31518,0,1,38
31519,0,3,52
31520,0,3,51
31521,0,2,38
31522,0,3,24
31523,0,3,16
31524,0,1,7
31525,0,3,38
31526,0,0,41
31527,0,1,20
31528,0,0,51
31529,0,3,45
31530,0,3,13
31531,0,1,24
31532,0,0,3
31533,0,3,45
31534,0,2,13
31535,0,3,51
31536,0,3,51
31537,1,3,45
31538,0,1,18
31539,0,3,14
31540,0,3,51
31541,0,3,51
31542,0,3,52
31543,0,3,14
31544,0,3,24
31545,0,1,43
31546,0,3,51
31547,0,2,38
31548,0,2,13
31549,0,3,51
31551,0,3,51
31552,0,1,24
31553,0,3,24
31554,0,0,20
31555,0,2,38
31556,0,3,51
31557,0,3,24
31558,0,1,11
31559,0,3,51
31560,0,3,19
31561,0,3,16
31562,0,3,51
31563,0,3,51
31564,0,0,36
31565,0,1,38
31566,0,1,11
31567,0,1,38
31568,0,3,51
31569,0,1,13
31570,0,1,24
31571,0,2,52
31572,0,3,24
31573,0,3,16
31574,0,2,51
31575,0,3,45
31576,0,0,22
31577,0,3,24
31578,0,3,51
31579,0,0,24
31580,0,3,16
31581,0,1,11
31582,0,1,22
31583,0,3,45
31584,0,0,36
31585,0,2,52
31586,0,3,24
31587,0,3,16
31588,0,3,24
31589,0,0,24
31590,0,3,13
31591,0,1,24
31592,0,0,20
31593,0,3,34
31594,0,3,51
31595,0,2,38
31596,0,3,51
31597,0,1,43
31598,0,2,31
31599,0,0,31
31600,0,3,51
31601,0,3,34
31602,0,0,9
31603,0,3,51
31604,0,3,22
31605,0,1,45
31606,0,2,47
31607,0,3,51
31608,0,3,24
31609,0,3,24
31610,0,2,47
31611,0,1,24
31612,0,3,51
31613,0,0,23
31614,0,3,16
31615,0,3,27
31616,0,0,10
31617,0,1,46
31618,0,1,22
31619,0,2,24
31620,0,3,14
31621,0,3,24
31622,0,3,24
31623,0,1,31
31624,0,2,24
31625,0,1,31
31626,0,3,27
31627,0,3,24
31628,0,3,52
31629,0,3,27
31630,0,3,16
31631,0,0,12
31632,0,3,51
31633,0,2,35
31634,0,3,51
31635,0,1,27
31636,0,1,8
31637,0,3,38
31638,0,3,45
31639,0,1,9
31640,0,0,30
31641,0,3,16
31642,0,2,51
31643,0,1,22
31644,0,3,51
31645,0,1,8
31646,0,1,24
31647,0,3,45
31648,0,2,14
31649,0,3,16
31650,0,3,50
31651,0,1,38
31652,0,2,46
31653,0,3,18
31654,0,1,40
31655,0,0,27
31656,0,2,35
31657,0,3,45
31658,0,0,4
31659,0,3,24
31660,0,3,27
31661,0,0,33
31662,0,1,24
31663,0,0,26
31664,1,1,22
31665,0,1,22
31666,0,0,19
31667,0,1,9
31668,0,0,25
31669,0,3,34
31670,0,3,45
31671,0,2,52
31672,0,3,14
31673,0,1,38
31674,0,3,14
31675,0,2,50
31676,0,3,24
31677,0,1,24
31678,0,3,48
31679,0,2,27
31680,0,3,52
31681,0,2,13
31682,0,2,31
31683,0,3,24
31684,0,3,16
31685,0,0,8
31686,0,2,24
31687,0,2,24
31688,0,0,31
31689,0,3,45
31690,0,3,13
31691,0,3,51
31692,0,3,51
31693,0,1,24
31694,0,3,24
31695,0,1,18
31696,0,0,7
31697,0,0,38
31698,0,3,51
31699,0,3,52
31700,0,2,38
31701,0,0,23
31702,0,0,38
31703,0,2,24
31704,0,1,9
31705,0,3,52
31706,0,3,52
31707,0,1,6
31708,0,3,27
31709,0,0,30
31710,0,3,45
31711,0,2,52
31712,0,1,15
31713,0,2,31
31714,0,3,51
31715,0,3,34
31716,0,1,51
31717,0,3,27
31718,0,3,51
31719,0,3,50
31720,0,3,38
31721,0,3,51
31722,0,1,36
31723,0,0,9
31724,0,3,16
31725,0,3,16
31726,0,3,45
31727,0,3,51
31728,0,3,51
31729,0,3,52
31730,0,2,51
31731,0,3,45
31732,0,3,27
31733,0,3,13
31734,0,3,52
31735,0,3,45
31736,0,3,24
31737,0,1,47
31738,0,3,27
31739,0,3,45
31740,0,2,38
31741,0,3,52
31742,0,2,51
31743,0,3,24
31744,0,1,24
31745,0,0,3
31746,0,3,24
31747,0,2,24
31748,0,0,20
31749,0,3,16
31750,0,3,51
31751,0,3,45
31752,0,3,24
31753,0,3,24
31754,0,1,25
31755,0,3,45
31756,0,2,52
31757,0,3,24
31758,0,0,28
31759,0,3,27
31760,0,3,45
31761,0,3,18
31762,0,0,1
31763,0,3,51
31764,0,1,27
31765,0,2,27
31766,0,0,22
31767,0,0,24
31768,0,0,47
31769,0,0,47
31770,0,3,16
31771,0,3,14
31772,0,3,16
31773,0,0,7
31774,0,0,27
31775,0,3,52
31776,0,3,13
31777,0,3,52
31778,0,3,51
31779,0,3,27
31780,0,3,14
31781,0,3,51
31782,0,3,16
31783,0,0,22
31784,0,0,24
31785,0,3,24
31786,0,1,27
31787,0,1,51
31788,0,2,20
31789,0,0,19
31790,0,3,16
31791,0,3,34
31792,0,0,34
31793,0,3,24
31794,0,3,14
31795,0,2,1
31796,0,3,52
31797,0,0,44
31798,0,3,51
31799,0,3,24
31800,0,1,22
31801,0,3,52
31802,0,2,24
31803,0,1,47
31804,0,3,45
31805,0,3,14
31806,0,3,45
31807,0,0,3
31808,0,2,52
31809,0,3,45
31810,0,3,51
31811,0,1,38
31812,0,2,33
31813,0,3,51
31814,0,0,11
31815,0,1,24
31816,0,2,52
31817,0,3,16
31818,0,3,24
31819,0,3,13
31820,0,1,24
31821,0,1,18
31822,0,2,13
31823,0,0,27
31824,0,3,21
31825,0,3,45
31826,0,3,45
31827,0,3,45
31828,0,3,45
31829,0,3,27
31830,0,3,34
31831,0,0,19
31832,0,1,27
31833,0,1,34
31834,0,3,24
31835,0,3,51
31836,0,0,1
31837,0,3,52
31838,0,1,7
31839,0,0,28
31840,0,3,24
31841,0,2,38
31842,0,3,52
31843,0,2,45
31844,0,1,6
31845,0,1,11
31846,0,3,16
31847,0,0,43
31848,0,1,14
31849,0,3,24
31850,0,3,51
31851,0,2,38
31852,0,3,52
31853,0,3,52
31854,0,0,25
31855,0,0,12
31856,0,3,27
31857,0,3,13
31858,0,0,48
31859,0,0,32
31860,0,3,45
31861,0,3,14
31862,0,0,19
31863,0,0,38
31864,0,1,2
31865,0,3,34
31866,0,3,24
31867,0,2,38
31868,0,3,51
31869,0,1,24
31870,0,2,24
31871,0,3,51
31872,0,3,51
31873,0,3,24
31874,0,3,13
31875,0,3,28
31876,0,2,34
31877,0,3,34
31878,0,3,24
31879,0,3,16
31880,0,2,52
31881,0,3,14
31882,0,3,45
31883,0,1,21
31884,0,0,11
31885,0,2,52
31886,0,3,45
31887,0,2,38
31888,0,3,24
31889,0,0,50
31890,0,0,19
31891,0,1,52
31892,0,3,34
31893,0,2,50
31894,0,2,27
31895,0,0,51
31896,0,0,41
31897,0,1,19
31898,0,3,16
31899,0,0,1
31900,0,3,24
31901,0,0,7
31902,0,2,33
31903,0,2,45
31904,0,3,45
31905,0,1,27
31906,0,3,14
31907,0,1,19
31908,0,3,14
31909,0,1,10
31910,0,3,24
31911,0,3,24
31912,0,0,12
31913,0,3,52
31914,0,1,47
31915,0,3,51
31916,0,3,22
31917,0,1,24
31918,0,1,24
31919,0,3,43
31920,0,1,7
31921,0,0,47
31922,0,3,34
31923,0,0,19
31924,0,3,52
31925,0,3,16
31926,0,3,51
31927,0,1,24
31928,0,3,51
31929,0,3,13
31930,0,1,41
31931,0,3,27
31932,0,0,7
31933,0,2,13
31934,0,0,27
31935,0,3,24
31936,0,1,24
31937,0,1,42
31938,0,3,16
31939,0,3,51
31940,0,1,27
31941,0,0,38
31942,0,0,52
31943,0,0,1
31944,0,3,16
31945,0,3,24
31946,0,0,31
31947,0,1,24
31948,0,0,25
31949,0,1,24
31950,0,3,51
31951,0,0,24
31952,0,2,51
31953,0,3,16
31954,0,3,34
31955,0,0,28
31956,0,2,52
31957,0,1,6
31958,0,2,52
31959,1,1,38
31960,0,1,46
31961,0,1,21
31962,0,1,42
31963,0,3,24
31964,0,3,24
31965,0,1,33
31966,0,0,24
31967,0,2,31
31968,0,0,25
31969,0,1,27
31970,0,3,52
31971,0,1,22
31972,0,1,13
31973,0,2,45
31974,1,2,1
31975,0,1,6
31976,0,2,24
31977,0,2,20
31978,0,3,14
31979,0,0,33
31980,0,0,9
31981,0,3,51
31982,0,3,51
31983,0,3,14
31984,0,0,11
31985,0,2,14
31986,0,3,14
31987,0,3,34
31988,0,3,52
31989,0,0,9
31990,0,3,22
31991,0,3,13
31992,0,3,34
31993,0,1,13
31994,0,2,34
31995,0,3,27
31996,0,1,24
31997,0,3,24
31998,0,3,16
31999,0,3,52
32000,0,3,51
32001,0,3,51
32002,0,3,24
32003,0,1,24
32004,0,3,24
32005,0,0,38
32006,0,3,18
32007,0,3,52
32008,0,3,34
32009,0,0,18
32010,0,0,20
32011,0,1,24
32012,0,3,24
32013,0,3,51
32014,0,3,45
32015,0,3,13
32016,0,1,24
32017,0,1,24
32018,0,3,34
32019,0,3,51
32020,0,3,13
32021,0,3,13
32022,0,3,16
32023,0,3,21
32024,0,1,24
32025,0,3,14
32026,0,3,16
32027,0,0,45
32028,0,1,24
32029,0,1,6
32030,0,2,51
32031,0,0,36
32032,0,3,14
32033,0,3,9
32034,0,1,9
32035,0,2,1
32036,0,3,16
32037,0,2,13
32038,0,0,9
32039,0,1,6
32040,0,3,14
32041,0,1,19
32042,0,3,16
32043,0,0,47
32044,0,0,38
32045,0,1,38
32046,0,2,34
32047,0,0,31
32048,0,3,27
32049,0,3,51
32050,0,1,52
32051,0,3,24
32052,0,3,24
32054,0,1,24
32055,0,0,11
32056,0,3,34
32057,0,0,1
32058,0,2,52
32059,0,3,24
32060,0,2,24
32061,0,1,47
32062,0,3,51
32063,0,2,38
32064,0,3,51
32065,1,3,24
32066,0,0,19
32067,0,3,38
32068,0,3,51
32069,0,2,35
32070,0,1,24
32071,0,0,28
32072,0,1,24
32073,0,3,52
32074,0,1,24
32075,0,1,45
32076,0,3,51
32077,0,3,27
32078,0,0,24
32079,0,3,51
32080,0,3,52
32081,0,3,34
32082,0,3,45
32083,0,0,31
32084,0,3,51
32085,0,1,35
32086,0,3,13
32087,0,2,13
32088,0,0,38
32089,0,3,51
32090,0,1,24
32091,0,3,52
32092,0,1,36
32093,0,1,22
32094,0,0,30
32095,0,1,44
32096,0,0,31
32097,0,1,11
32098,0,3,51
32099,0,3,24
32100,0,0,12
32101,0,3,27
32102,0,3,24
32103,0,3,16
32104,0,1,31
32105,0,0,36
32106,0,0,30
32107,0,3,52
32108,0,3,51
32109,0,3,51
32110,0,3,34
32111,0,3,24
32112,0,1,23
32113,0,2,52
32114,0,3,16
32115,0,1,24
32116,0,1,51
32117,0,1,24
32118,0,1,45
32119,0,1,24
32120,0,3,45
32121,0,3,24
32122,0,0,34
32123,0,3,14
32124,0,3,24
32125,0,1,20
32126,0,3,51
32127,0,3,27
32128,0,2,47
32129,0,3,24
32130,0,3,24
32131,0,0,5
32132,0,0,5
32133,0,0,45
32134,0,3,24
32135,0,2,34
32136,0,3,45
32137,0,2,31
32138,0,1,25
32139,0,3,51
32140,0,0,23
32141,0,2,38
32142,0,3,19
32143,0,3,24
32144,0,1,45
32145,0,3,34
32146,1,0,44
32147,0,2,38
32148,0,1,27
32149,0,2,38
32150,0,2,51
32151,0,3,24
32152,0,1,25
32153,0,3,24
32154,0,0,11
32155,0,3,24
32156,0,3,24
32157,0,3,16
32158,0,3,51
32159,0,3,24
32160,0,2,1
32161,0,1,11
32162,0,3,51
32163,0,0,9
32164,0,1,39
32165,0,3,51
32166,0,0,21
32167,0,3,51
32168,0,0,3
32169,0,2,38
32170,0,3,13
32171,0,0,22
32172,0,1,9
32173,0,3,24
32174,0,3,24
32175,0,1,24
32176,0,0,27
32177,0,3,34
32178,0,2,52
32179,0,1,39
32180,0,2,47
32181,0,3,51
32182,0,2,24
32183,0,3,52
32184,0,1,38
32185,0,3,34
32186,0,3,51
32187,0,3,27
32188,0,0,38
32189,0,0,8
32190,0,3,16
32191,0,2,38
32192,0,3,51
32193,0,0,24
32194,0,3,24
32195,0,0,39
32196,0,0,26
32197,0,3,52
32198,0,1,27
32199,0,3,9
32200,0,3,51
32201,0,1,30
32202,0,3,24
32203,0,1,26
32204,0,3,45
32205,0,3,13
32206,0,3,27
32207,0,3,14
32208,0,1,50
32209,0,0,24
32210,0,1,24
32211,0,3,52
32212,0,0,2
32213,0,1,27
32214,0,3,27
32215,0,0,2
32216,0,3,34
32217,0,3,14
32218,0,3,51
32219,0,1,9
32220,0,3,16
32221,0,0,34
32222,0,3,34
32223,0,1,30
32224,0,0,50
32225,0,0,1
32226,0,0,9
32227,0,3,13
32228,0,3,45
32229,0,3,52
32230,0,2,51
32231,0,0,24
32232,0,2,50
32233,0,3,34
32234,0,0,12
32235,0,1,27
32236,0,0,10
32237,0,0,28
32238,0,3,27
32239,0,2,1
32240,0,3,16
32241,0,3,24
32242,0,0,36
32243,0,1,33
32244,0,1,27
32245,0,3,24
32246,0,0,8
32247,0,2,27
32248,0,3,27
32249,0,1,38
32250,0,3,16
32251,0,3,16
32252,0,3,52
32253,0,3,21
32254,0,3,14
32255,0,2,31
32256,0,3,16
32257,0,1,31
32258,0,3,51
32259,0,3,52
32260,0,0,44
32261,0,3,13
32262,0,3,24
32263,0,0,24
32264,0,0,7
32265,0,3,16
32266,0,3,51
32267,0,3,51
32268,0,3,45
32269,0,3,45
32270,0,3,24
32271,0,1,24
32272,0,3,24
32273,0,1,46
32274,0,1,24
32275,0,0,12
32276,0,1,25
32277,0,3,16
32278,0,2,32
32279,0,3,51
32280,0,3,24
32281,0,1,47
32282,0,3,45
32283,0,0,11
32284,0,0,13
32285,0,3,45
32286,0,0,41
32287,0,1,33
32288,0,1,24
32289,0,3,51
32290,0,0,24
32291,0,3,16
32292,0,3,24
32293,0,3,51
32294,0,2,50
32295,0,0,25
32296,0,3,51
32297,0,3,51
32298,0,3,16
32299,0,3,24
32300,0,0,20
32301,0,3,16
32302,0,3,34
32303,0,2,31
32304,0,1,22
32305,0,3,51
32306,0,0,47
32307,0,1,19
32308,0,3,14
32309,0,3,16
32310,0,1,24
32311,0,1,33
32312,0,3,24
32313,0,1,24
32314,0,0,51
32315,0,3,27
32316,0,1,11
32317,0,1,8
32318,0,3,34
32319,0,3,34
32320,0,3,13
32321,0,3,51
32322,0,3,24
32323,0,1,5
32324,0,2,1
32325,0,2,52
32326,0,3,13
32327,0,3,51
32328,1,1,11
32329,0,3,51
32330,0,3,34
32331,0,3,14
32332,0,0,26
32333,0,1,20
32334,0,1,31
32335,0,1,38
32336,0,0,8
32337,0,3,16
32338,0,1,24
32339,0,0,23
32340,0,2,1
32341,0,1,49
32342,0,2,52
32343,0,3,24
32344,0,3,34
32345,0,3,51
32346,0,3,16
32347,0,0,3
32348,0,0,23
32349,0,3,16
32350,0,2,38
32351,0,3,51
32352,0,3,52
32353,0,3,45
32354,0,3,51
32355,0,0,9
32356,0,1,13
32357,0,1,14
32358,0,1,22
32359,0,3,16
32360,0,3,24
32361,0,3,16
32362,0,3,45
32363,0,3,51
32364,0,0,26
32365,0,3,24
32366,0,3,45
32367,0,3,45
32368,0,3,14
32369,0,3,24
32370,0,3,16
32371,0,1,38
32372,0,3,16
32373,0,3,27
32374,0,0,43
32375,0,3,51
32376,0,3,51
32377,0,1,6
32378,0,3,21
32379,0,2,38
32380,0,3,24
32381,0,0,9
32382,0,0,47
32383,0,2,50
32384,0,3,52
32385,0,3,45
32386,0,3,27
32387,0,0,24
32388,0,3,14
32389,0,1,24
32390,0,1,22
32391,0,0,22
32392,0,1,24
32393,0,0,30
32394,0,1,11
32395,0,3,34
32396,0,0,7
32397,0,2,50
32398,0,2,14
32399,0,3,38
32400,0,3,22
32401,0,0,48
32402,0,2,52
32403,0,0,26
32404,0,1,9
32405,0,1,38
32406,0,0,24
32407,0,0,24
32408,0,1,24
32409,0,2,24
32410,0,0,38
32411,0,3,7
32412,0,3,51
32413,0,1,27
32414,0,0,8
32415,0,2,47
32416,1,1,38
32417,0,0,16
32418,0,0,2
32419,0,3,51
32420,0,3,51
32421,0,3,16
32422,0,0,50
32423,0,3,24
32424,0,0,3
32425,0,3,45
32426,0,3,51
32427,0,3,51
32428,0,3,13
32429,0,0,34
32430,0,3,48
32431,0,2,52
32432,0,1,19
32433,0,3,34
32434,0,0,44
32435,0,1,27
32436,0,2,1
32437,0,3,27
32438,0,2,52
32439,0,2,31
32440,0,3,45
32441,0,0,20
32442,0,3,51
32443,0,3,40
32444,0,1,1
32445,0,0,26
32446,0,2,38
32447,0,1,24
32448,0,0,47
32449,0,3,52
32450,0,3,52
32451,0,3,52
32452,0,0,38
32453,0,3,34
32454,0,3,51
32455,0,0,52
32456,0,3,24
32457,0,3,34
32458,0,0,41
32459,0,3,34
32460,0,3,51
32461,0,3,51
32462,0,3,24
32463,0,0,34
32464,0,0,43
32465,0,3,13
32466,0,3,51
32467,0,3,45
32468,0,1,41
32469,0,3,16
32470,0,0,20
32471,0,0,26
32472,0,3,51
32473,0,1,27
32474,0,3,34
32475,0,0,7
32476,0,3,34
32477,0,1,5
32478,0,0,19
32479,0,2,52
32480,0,3,14
32481,0,3,20
32482,0,3,51
32483,0,3,51
32484,0,3,14
32485,0,1,24
32486,0,2,52
32487,0,1,25
32488,0,3,16
32489,0,3,34
32490,0,0,19
32491,0,0,7
32492,0,0,9
32493,0,0,27
32494,0,2,1
32495,0,1,18
32496,0,0,49
32497,0,1,36
32498,0,0,17
32499,0,0,28
32500,0,3,51
32501,0,3,24
32502,0,0,17
32503,0,3,16
32504,0,3,45
32505,0,3,52
32506,0,3,52
32507,0,3,51
32508,0,1,38
32509,0,3,16
32510,0,3,24
32511,0,2,13
32512,0,3,45
32513,0,0,12
32514,0,2,27
32515,0,3,45
32516,0,0,15
32517,0,3,24
32518,0,1,24
32519,0,3,45
32520,0,3,51
32521,0,1,19
32522,0,1,24
32523,0,1,27
32524,0,3,16
32525,0,3,14
32526,0,1,31
32527,0,3,45
32528,0,1,8
32529,0,3,24
32530,0,3,34
32531,0,3,16
32532,0,0,32
32533,0,3,51
32534,0,3,24
32535,0,2,52
32536,0,3,16
32537,0,3,34
32538,0,3,51
32539,0,0,32
32540,0,3,13
32541,0,0,38
32542,0,3,24
32543,0,3,51
32544,0,3,51
32545,0,3,16
32546,0,3,51
32547,0,3,16
32548,0,1,22
32549,0,0,14
32550,0,3,51
32551,0,0,41
32552,0,3,33
32553,0,3,24
32554,0,2,24
32555,0,3,14
32556,0,3,16
32557,0,3,45
32558,0,3,16
32559,0,1,24
32560,0,1,24
32561,0,1,38
32562,0,3,34
32563,0,3,45
32564,0,3,51
32565,0,0,17
32566,0,1,47
32567,0,3,14
32568,0,1,8
32569,0,3,24
32570,0,3,24
32571,0,3,16
32572,0,3,45
32573,0,1,38
32574,0,3,45
32575,0,3,14
32576,0,3,13
32577,0,2,38
32578,0,3,14
32579,0,0,26
32580,0,3,9
32581,0,3,51
32582,0,2,38
32583,0,3,51
32584,0,0,38
32585,0,0,19
32586,0,3,51
32587,0,0,11
32588,0,1,21
32589,0,3,27
32590,0,3,14
32591,0,1,38
32592,0,0,41
32593,0,3,43
32594,0,3,45
32595,0,2,38
32596,0,0,10
32597,0,1,24
32598,0,0,44
32599,0,2,24
32600,0,1,24
32601,0,1,5
32602,0,3,45
32603,0,3,24
32604,0,3,51
32605,0,3,51
32606,0,0,45
32607,0,0,38
32608,0,3,16
32609,0,3,24
32610,0,3,38
32611,0,1,20
32612,0,3,51
32613,0,3,14
32614,0,0,22
32615,0,3,14
32616,0,1,24
32617,0,2,31
32618,0,1,38
32619,0,1,27
32620,0,3,16
32621,0,0,20
32622,0,1,38
32623,1,1,6
32624,0,0,33
32625,0,1,47
32626,0,0,25
32627,0,1,24
32628,0,1,8
32629,0,0,45
32630,0,1,50
32631,0,0,43
32632,0,3,16
32633,0,0,20
32634,0,3,16
32635,0,3,34
32636,0,0,49
32637,0,0,48
32638,0,0,8
32639,0,3,45
32640,0,1,21
32641,0,1,24
32642,1,3,34
32643,0,3,45
32644,0,3,48
32645,0,3,45
32646,0,3,16
32647,0,0,11
32648,0,3,16
32649,0,3,34
32650,0,2,52
32651,0,1,11
32652,0,3,51
32653,0,3,45
32654,0,3,51
32655,0,3,52
32656,0,3,18
32657,0,0,5
32658,0,0,40
32659,0,0,19
32660,0,3,14
32661,0,3,24
32662,0,3,34
32663,0,0,45
32664,0,0,27
32665,0,3,13
32666,0,3,51
32667,0,2,35
32668,0,3,24
32669,0,3,13
32670,0,3,51
32671,0,0,52
32672,0,3,14
32673,0,3,24
32674,0,3,45
32675,0,3,45
32676,0,3,16
32677,0,3,24
32678,0,1,20
32679,0,3,45
